10 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,X------------------XX------------------X-------------------X-------------------X----XX------XXX----XX---XX----XXXXX----XX---XX----XXXX----XXXXXXXXXXXXXX------XXXXXXXXXXXXXX------XXXXXXXXXXXXXX-----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXXX---X,4,18.741,
11 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,X------------------X-------------------X-------------------X-------------------X----------XXXXX----X----XX----XXXXX----X----XX---XXX------XX--XXXXXXXXXX------XXXXXXXXXXXXX-------XXXXXXXXXXXXX-----XXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXXX---X,4,21.852,
12 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXXX----XXXXXXXXXX---XXX----XXXXXXXXXX---------XXXXXXXXXXX---------XXXXXXXXXXX---------XXXXXXXXXXXX---XXXXXXXXXXXXXXXX,4,14.887,
13 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,XXXXXX---XXXXXXXXXXXXXXXXX---------XXXXXXXXXX----------XXXXXXXXXX-----------XXXXXXXXX-----XX----XXXXXXXXX-----XX----XXXXXXXXX----------XXXXXXX-------------XXXXXXX-------------XXXXXXX-----------XXXXXXXXX---------XXXXXXXXXXX---------XXXXXXXXX----------XXXXXXXXXX----------XXXXXXXXXX----------XXXXXXXXXX---------XXXXXXXXXXX---------XXXXXXXXXXXXX-----XXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX---XXXXXXXXXXXXXXX,4,10.424,
14 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXX------XXXXXXXXXXXXXX------XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX----XXXXXXXXXXXX-XX----XXXXXXXXXXXXX-------XXXXXXXXXXXXX-------XXXXXXXXXXXXX------XXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX---XXXXXXXXXXXXXXX,4,8.789,
15 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,XXXXXXXXXXXXXXXXXXXX---XXXXXXXXXXXXX---X---XX----XX--------X-------------------X-------------------X-------------------X------XX-----------X-----XXX---XX------XX----XXX---XXXXX---XXX----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX----------------XXXXX---------------XXXXX----------------XXXXXXX------XXX----XXXXXXXXXX---XXX----XXXXXXXXXXXXXXX----XXXXXX---XXXXXXX----XXXXXX----XXXXXX----XXXX---------------XXX,4,8.836,
16 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,XXXXXXXXXXXX---XXXXXXXXXXXXXXXXX---XXXXX-XXXXXXXXXXX---XXXXX-XXXXXXXXXXX---XXXXX-XXXXXXXXXX----XXXXX-XXXXXXXXXX----XXXXX-XXXXXXXXXX----XXXXX-XXXXXXXXXX----XXXXX-XXXXXXXXXX----XXXXX-XXXXXXXX------XXXXX-XXXXXX--------XXXXX--XXXX---------XXXXX---------------XXXXX----------------XXXX-----------------XXX---XX-----XX-------X---XX-----XXX------X---XX----XXXX------X--XXX----XXXXXXX---XXXXXXX-----XXXXXXXXX,4,14.605,
17 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX---------XXXXXXXXXXX---------XXXXXXXXXXX---------XXXXXXXXXXX--XXX----XXXXXXXXXXX--XXX----XXXXXXXXXXX--------XXXXXXXXXXXX--------XXXXXXXXXXXX--------XXXXXXXXXXXXXXX---XXXXXXXXXXXXXX,4,6.828,
18 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,X--------XXXXXXXXXXX----------XXXXXXXXXX--------------XXXXXX--------------XXXXXX---XXX--------XXXXXX---XXX---------XXXXX---XXXXX---------XXX--XXXXXXXXX-------XX--XXXXXXXXXX------XX--XXXXXXXXXXX------X-XXXXXXXXXXXX------X-XXXXXX---XXXX-----XXXXXXXX----XXXX----XXXXXXXX-----XXX----XXXXXX-------------XXXXX---------------XXX-----------------XXX-----------XXXXXXXXX----------XXXXXXXXXXX---XXXXXXXXXXXXXXX,4,7.715,
19 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,XXXX--------XXXXXXXX-XXX---------------X-------------------X-------------------X---------XX--------X--XXXXXXXXX--------XXXXXXXXXXXX--------XXXXX---XXXXX------XXXXX------XXXXX----XXXXX-------XXXX----XXXXX--------------XXXXXX--------------XXXXXX--------------XXXXXXX------XXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXXXX-------XXXXXXXXXXXXX-----------XXXXXXXXX------------XXXXXXXXX-----------XXXXXXXXXXXXX-------X,4,14.562,
20 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,X---XXXXXXXXXXXXXXXX-----------XXXX----X------------XX-----X-------------------XXX-----------------XXX-----------------XXX------XXX-------XXXXX-----XXXX------XXXXX-----XXXX------XXXXXX---XXX-------XXXXXXX---XXX-------XXXXXXX---XX--------XXXXXXXXXXXX----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXXX---------XXXXXXXXXXX---------XXXXXXXXXXX---------XXXXXXXXXXXX--------XXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXXXX---X,4,21.846,
21 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXX------------------XX------------------XXXX-----------------XXX------XXXXXXX----XXX------XXXXXXX----XXXX---------------XXXXX---------------XXXXXX--------------XXXXXXX----XXXXXXXXXXX,4,13.519,
22 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX---XXXXXXXXXX----------XXXXXXXXXX-----------XXXXXX--------------XXXXXX------XXX-----XXXXXX------XXX----XXXXXXXXX---XXXX----XXXXXXXXX---XXXX----XXXXXXXX-----------XXXXXXXX,4,17.631,
23 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,XXXX---XXXXXXXXXXXXXXXXX---XXXXXXXXX---X-XX--------XXX-----X------------XX-----X-------------------X-------------------X-------------------XX-----XX-----------XXXX---XX---XX-----XXXXXXXXXX---XX-----XXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXXX---X,4,7.663,
24 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,XXXXXXXXXXXXXXXXXXXXXXXXXXX---XXXX-----XXXXXXXX---XXX------X---XXXX---XX-------X---XXXX------------X---XX--------------X---XX-------------XX------------------XX--------XX--------XX--------XXX----XXXXXXX------XXX----XXXXXXXXXXXXXXXX-------XXXXXXXXXXXXXX------XXXXXXXXXXXXXX-------XXXXXXXXXXXXXX------XXXXXXXXXXXXXX------XXXXXXXXXXXXXXX-----XXXXX----XXXXXXX----XXXXX----XXXXXXX----XXXXX--------------XX,4,15.248,
25 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,X---------------XXXX-----------------XXX------------------XX-------------------XXX--------XX-------XXX--------XX-------XXX--------XX-------XXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXX----XXX-----XX----------XXX----------------XXXX----------------XXXX----------XXXXXXXXXXXXX------XXXXXXXXXXXXXX----XXXXXXXXXXXXXX-----XXXXXXXXXXXXXX------XXXXXXXXXXXXXX------XXXXXXXXXXXXXX-----XXXXXXXXXXXXXXX---XXXXXXXXXXXXXXXX,4,13.93,
26 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX--XXXXXXXXXXXXXXXXXX--XXXXXXXXXXXXXXXXXX--XXXX----XX---XXXXX--XXXX-----------XXX--XXXX-----------XXX--XXXX-----------XXX--XXX----XX-----XXXX--XX-----XX----XXXXX--XX-----XX----XXXXX--------XXX----XXXXX--------XXX---XXXXXX-------XXXX---XXXXXX-----XXXXXX---XXXXXX-----XXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXXX---XXXXXXXXXXXXXXXX,4,6.286,
27 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX---XXXXXXXXXXXXXXX------------------X-------------------X-------------------X----XXXX------XX---XX---XXXX-----XXX---XX----------XXXXXXXXX,4,8.43,
28 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,X----XXXXXXXXXXXXXXXX-------XX---XXXXXXX--------XX---XXXXXXX--------XX---XXXXXXX--------XX---XX---XX-------------------X-------------------XX------------------XX------XX----------XX-----XXXX--------XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX----XXX-------XX-------XXXX-------XX-------XXXX----------------XXXX------------XXXXXXXX------------XXXXXXXX-------XX---XXXXXXXX-------XX---XXXXXXXX---XXXXXXXXXXXXXXXX,4,10.038,
29 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX--XXXXXXXXXXXXXXXXXX---------------XXXXX---------------XXXXX-----------------XXX------XXXXXX-----XXX-----XXXXXXX-----XXXX----XXX-------XXXXXX--------------XXXXXX--------------XXXXXXX---------XXXXXXXXXXXXXX-----XXXXXXXXXX,4,8.114,
30 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,XX-----XXXXXXXXXXXXX----------XXXXXXXXXX------------XXXXXXXX------------XXXXXXXX--XX---------XXXXXXXXXXX----------XXXXXXXXXXXXX---------XXXXXXXXXXX----------XXXXXXXXXX------------XXXXXXXXXX----------XXXXXXXXXXX---------XXXX---XXXX---------XXXX----XXXXXX------XXXX-----XXXXX----XXXXXX-------------XXXXXXXX------------XXXXXXXX------------XXXXXXXX------XXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXXX---XXXXXXXXXXX,4,29.098,
31 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,XXXXXXXXXXXXXXXXXXXXXXX---XXXXXXXXXXXXXXXX----XXXXXXXXXX---XXX-------XXXXXXX---XX--------XXXX------XX--------XXXX------XX--------XXXX------XX--------XXXX------X---------XX--------X-------------------X------------------XX----------------XXXX----XX---------XXXXXX---XX--------XXXXXXXXXXXX------XXXXXXXXXXXXXXX-----XXXX---XXXXXXXX------------XXXXXXXXXX----------XXXXXXXXXX----------XXXXXXXXXXXXXXXX---XX,4,9.588,
32 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,XXXX---------------X-------------------X-------------------X-------------------X---XX-------------XX---XXXXXX-----XXXXXX---XXXXXX-----XXXXXXXXXXX---------XXXXXXXXXXX--------XXXXXXXX-----------XXXXXXXXX----------XXXXXXXXXX--------XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX----XXXXXXXXXXXX-------XXXXXXXXXXXXX-------XXXXXXXXXXXXX-------XXXXXXXXXXXXX----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX---XXXXXXXXXXXXXXXX,4,16.757,
33 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,XXXXX----XXXXXXXXXXX-------------------X-------------------X-------------------X----------XX-------X--------XXXX----XXXX--XXX---XXXX----XXXX--XXX---XXXXX------XXXXXXXXXXXXXX------XXXXXXXXXXXXXX------XXXX-------XXXX----XXXXX-------XXXX----XXXXX--------------XXXX----------------XXXX----------------XXXX--------XXXXXXXXXXXX--------XXXXXXXXXXXX-----XXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX---XXXXXXXXXXXXXXXX,4,17.05,
34 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XX---XXXXXXXXXXXXXX-XX---XXXXXXXXXXXXXX------XXXXXXXXXXXXXX------XXXXXXXXXXXXXX---------XXXXXXXXXXXX--------XXXXXXXXXXXX---------XXXXXXXXXXX---XX----XXXXXXXXXXX---XX----XXXXXXXXXXX--------XXXXXXXXXXX,4,20.876,
35 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX---XXXXXXXXXXXXXXXXX---XXXXXXXXXXXXXXXXX----XXXXXXXXX---XXXX-----XXXXXXXX---XX-------X--XXXXX---XX-------X----XX-------------X-------------------X-------------------X---------XX--------X---------XX--------X-XX------XX-------XX-XX-----XXXX------XX-XX---XXXXXX-------XXXX---XXXXXXXXX----XXXX---XXXXXXXXX----XXXXXXXXXXXXXXXXX---X,4,16.117,
36 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,XXX---XXXXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXX-----XXXXXX---XXXXXX-----XXXXX------XXXX------XX--------XXXX----------------X-XX----------------X-------------------X-------------------X-------XXXXX------XXXX-----XXXXX------XXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX----XXXX---------------XXXXX---------------XXXXX---------------XXXXX-------XXXXXXXXXXXXXX------XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX---XXXXXXXXXXXXX,4,19.499,
37 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,XXXXXXXXXXXXXXXXXXXXXXXXXXXXX----XXX---XXXXXXXX------XXX---XXX-----------XX----X-------------------X-------------------X-------------------XX----------XX-----XXXX----XX---XXXXXXXXXXX----XXXXXXXXXXXXXXXX----XXXXXXXXX----XXXX----------------XXXX----------------XXXX---------------XXXXXXXXXXX------XXXXXXXXXXXXXX------XXXXXXXXX---XX------XXXXXXXXX---XXX----XXXXXXX------XXX----XXXXXXX------------XXXXXXX,4,9.882,
38 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX---XXXXXXXXXXXXXXXXX----------XXXXXXXXX------------XXXXXXXX-------------------X-----XXX-----------XX----XXX-----------XX-----------------XXX-------------XXXXXXXX------------XXXXXXXXXXXXX------XXXXXXX,4,16.115,
39 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,XXXXXXXXXXXX----XXXXXX----XX--------XXXXX-----XX----------XX------------------XX-------------------X-------------------X---------XXXX------X-XX----XXXXXXX-----XXXX----XXXXXXXX----XXXX-----XXXXXXXX---XXXXX------XXXXXXXXXXXXXX----------XXXXXXXXXX---------------XXXXXXX-------------XXXXXXXX------------XX---XXX----XX------XX----------XXXXXXXXXX---------XXXXXXXXXXX---------XXXXXXXXXXX---XXXXXXXXXXXXXXXX,4,25.091,
40 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,X------------XXXXXXX-------------XX----X-------------XX----X-------------------X----XXXXXX--------XX----XXXXXX--------XXX------XXXXXXX----XXX-------XXXXXXXXXXXXX-----------XXXXXXXXXX--------------XXXXXXXXX-----------XXXXXXXXX------------XXXXXXXXXXXXX-------XXXXXXXXXXXXX-------XXXXXX---XXXXXXXX----XXXX-----XXXXXXX----XXXX-----XX---XX-----XXX-----XX---XXX----XXX-----XX---XXX----XX-----------------XX,4,16.869,
41 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,XX-----------XXXXXXXX------------XX----X-------------XX----X-------------------X--------XX---------X----XXXXXX---------X----XXXXXXXX------XXX-------XXXXX----XXXX-------XXXXX----XXXX---------XXX---XXXXXXXX-------XXXXXXXXXXXXX-------XXXXXXXXXXXXXXXX-----------XXXXXXXXXX-----------XX---XXXX-----------XX---XXXXXXXXXX-----XX---XXXXXXXXXX-----XX---XXXXXXXXXXX----XX-------XXXXXXX----XX-----------------XX,4,30.501,
42 0,20,20,0,0,0,0,0,0,0,0,none,none,,,,,SATISFIABLE,XXXXXXXX--------XXXX--XXXXX-----------XX----XX------------XX-------------------X-------------------X-----------XX------X-----------XX------X---XXXXX---XX------X--XXXXXX---XXX-----X--XXXXXX---XXX----XX--XXXXXXXXXXX----XXX-XXXXXXXXXXXX----XXXXXXXXX-----------XXXXXXXXX----------XXXXX---------------XXXXX---------------XXXXX---------XXXXXXXXXXX-----XXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXX---XXXXXXXXXXXXXXXX,4,12.554,
