2 2,20,20,3,3,5,5,0,0,0,0,none,none,none,,,XXXXXXXX-----------X,XX-------------XXXXX,SATISFIABLE,XX---------------XXXXX------------------XXP-----------------XXX---XX----XM------XXX---XXX---XX----XPXXX---XXXXXXXX---XXXXXXXXXXXXXXXXX---XXXXXXXXXXXXXXXXX---XXXXXXXXX----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX-----XXXXXXXXXXX------------XXXXXXX-------------XXXXXXX-------------XXXXXXX--------------XXXXX,4,10.136,
2 1,20,20,0,0,0,0,2,2,11,11,none,none,none,XXX-------------XXXX,XXXXXXXXXXXXXXXXXXXX,X--------------XXXXX,X----------------XXX,SATISFIABLE,XXXXXX-----XXXXXXXXX-XXXXX-------XX----X-XXX---------------X-XX----------------X-------------------X-------------------X------------------MX-------XX------XXXXX-------XX------XXXXX------XXXX----XXXXXXP----XXXXX----XXXXXXXXXXXXXX-----XXXXXXXXXXXXXX------XXXXXXXXXX----------XXXXXXXXX---------XXXXXXXXXX---------XXXXXXXXXXX-----XXXXXXXX---XXXX----XXXXXXXXX---XXXX----XXXXXXXXX---XXXXP---------------XXX,4,19.157,
3 2,20,20,17,17,0,0,19,19,5,5,none,none,none,XXXXXXXXXXXXX-----XX,,,XXXXXXXXXXXXXXXXXXXX,SATISFIABLE,XXXXXXXXXXXXX----XXX----XXX----------XXX-----XX---------PXXX----------------XXXXP---------MXX------XX---------XXX------XX---------XXX------XXX------XXXXXXXXXXXXXX------XXXXXXXXXXXXXXX-----XXX---XXXXXXXXX----XXXX------XXXXXX----XXX-------XXXXXXX--------------XXXXXX---------------XXXXX---------------XXXXXXXXXXXXXX------XXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXXX---PX,4,16.266,
0 3,20,20,0,0,0,0,0,0,0,0,none,none,none,X----------------XXX,,,,UNSATISFIABLE,,4,0,
0 3,20,20,3,3,13,13,0,0,0,0,none,none,none,,,,,SATISFIABLE,XX-----------------XXX------------------XXP-----------------XXXXXX--------------XXXXXX--------------XXXXXXXXX-----XMXXX-XXXXXXXXXX----XXXXX-X-----XXXX----------X-----XXXX----------X-------XXX---------X-------XXXX--------XX-------XXX-----XX-XXX------------XXXXPXXX------------XXXXXXXXX-----------XXXXXXXXX---XX----XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX----XX----XXXXXX--------XX------------------X,4,11.869,
0 2,20,20,0,0,16,16,2,2,0,0,none,none,none,XXRRRRRRRRRRRRRRRRRX,XXXXXXXXXXXXXXXXXXXX,X------------------X,,SATISFIABLE,X----------------XXXX----------------XXXX----------------XX-X----------------XX-X-------------------X-------------------X-------------------XXXXX-----XX--------XXXXX----XXXXX------XXXX-----XXXXXXX----XXX-----XXXXXXXX----XX------XXX---XXX---X-------XX----XXX---X------XXX----XXXXX-X-----XXXX-----XXXX-X-----XXX------XXXXXX-----XXX-------XXXXX----XXX-----------XX----XXX-----------XXX-----------------X,4,17.186,
1 3,20,20,0,0,0,0,0,0,0,0,none,none,none,XXXXXXX------------X,XRRRRRRRRRRXXXXXXXXX,,XXXXXXXXXXXXXXXXXXXX,UNSATISFIABLE,,4,0,
1 3,20,20,4,4,14,14,0,0,13,13,none,none,none,,XRRRRRRRRRRXXXXXXXXX,,XXXXXXXXXXXXXXXXXXXX,SATISFIABLE,XXX------------XXXXX-XX------------XXX---XXP-----------------XXXX----------------XXXX----------------XX-----MXXXXXX-------------XXXXXXXX------------XXXXXXXXXXX--------XXXXXXXXXXXX--------XXXXXXXXX------XX----------XX-----XXX----------XX----PXXX----------XX----XXXXXXXXXX---------PXXXXXXXXXX---------XX---XXXXXXX--------XX------XXXXXX------XX--------XXXX---XXXXX--------XXXXXXXXXXXX--------XXXXXXXXXXX,4,20.145,
1 2,20,20,0,0,0,0,3,3,16,16,none,none,none,X------------------X,X---XXXXXXXXXXXXXXXX,X--------XXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXX,SATISFIABLE,XXXXXXX------------XXXXXXXX------------X-XXXXX-------------X-XXXXX------------BX-XX-------------XXXX---------------XXXXX---------------XXXXX---------------XXXXX-------------XXXXXXX-------------XXXXXXX-------------XXXXXXX------------XXXXXXXX---------XXXXXXXXXXX---------XXXXXXXXXXX-------MXXXXXXXXXXXXPX-----XXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXX----XXX---XXXXXXXXXX----XXX---XXXXXXXXXXP------------XXXXX,4,9.581,
3 3,20,20,0,0,0,0,0,0,0,0,none,none,none,XXXXXXXXXXXXX----XXX,,,XRRRRRRRRRRRRXXXXXXX,UNSATISFIABLE,,4,0,
3 3,20,20,4,4,0,0,0,0,12,12,none,none,none,,,,XRRRRRRRRRRRRXXXXXXX,SATISFIABLE,XXX----------------X-XX----------------X-XXP-------XM------X-XXX-----XXXX------X-------XXXXXX------X-------XXXXXXX----XX-------XXXXXXX---XXX-----XXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXX----XXXXXXXXX---XXXX----XXXXXXXX----XXXXP---XXXXXXXX----XXXXX---XXXXXXXX----XXXXXXXXXXXXXXXX----XXXXXXXXXX---XXX----XXXXXXXXX----XXX----XXXXXXXXX----XXX----XXXXXXXXX----XXX----XXXXXX-------XX--------XXX-----------------X,4,11.185,
3 2,20,20,17,17,0,0,3,3,5,5,none,none,none,XXXXXXXXXXXXX-----XX,,XX-----------------X,XXXXXXXXXXXXXXXXXXXX,SATISFIABLE,XXXXXXXXXXXXX----XXX-----------------XXX----------------PXXX----------------XXXXPX------XM------XXXXXX-----XXXX----XXXXXXXX----XXXX----XXXXXXXX----XX------XXXXXXXX---XXX-----XXXXXXXXX---XXX-----XXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX----XXXX---XX-----------XXXX---XX----------XXXXX---XX----------XXXXX---XX----------XXX-----XX--------XXXX------XXX----XXXXXXX------XXX----XXXXXXX------XXXP----------------X,4,10.512,
