0 2,20,20,0,0,0,0,0,0,0,0,none,none,none,XXXX------XXXXXXXXXX,,,,UNSATISFIABLE,,4,0,
0 2,20,20,4,4,13,13,9,9,0,0,none,none,none,,,,,SATISFIABLE,XXX---------------XXXXX---------------XXXXXX--------------XXXXXX--------XXX----XXXXXX-------XXX----XXXXXX------XXXX-----XXXXXX-----XXX------XXXXXX--------------XXXXXXXX------------XXXXXXXX------------XXXXXXXXXXXX--------XXXXXXXXXXXX--------XXXXXXXXXXX----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX----XXXXXXXXXXXX-------XXXXXXXXXXXXX-------XXXXXXXXXXXXX-------XXXXXXXXXXXXX------XXXXXXXXXXXXXXXX----XXXXXXX,4,17.168,
0 1,20,20,5,5,0,0,3,3,0,0,none,water,down,X------------------X,XX---XXXXXXXXXXXXXXX,XXXXXXXXX----XXXXXXX,,SATISFIABLE,XXXX------XXXXXXXXXXXXXX-----------XXXXXXXXXX----------XXXXXXXXXX-----------XXXXXXXXXXXX--------XXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXXX------XXXXXX---XXXXX------XXXX--------XXX-----XXXX--------XXX----XXXX---------XXWWWWWXXXX----XXWWWWWWWWWWXXX-----XXWWWWWWWWWXXXX----XXXWWWWWWWWXXXXX----XXXXXXWWWWWXXXXXX----XXXXXXXWWWXXXXXX-----XXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXXX---------------XX,4,235.686,
1 2,20,20,3,3,0,0,2,2,13,13,none,none,none,XXXXX--------------X,,,XXXXXXXXXXXXXXXXXXXX,SATISFIABLE,XX----------XXXXXXXXXX-----------XXXXXXXXXX----XX----XXXXXXXXXX----XX----------XXXXX---XX----------X-XXXXXXXXX---------X--XXXXXXXX---------X----XXXXXX---------X-------XXXXXX-----XX--------XXXXX-----XX-----------------XXX-----------------XXXX---------------XXXXXX-------------XXXXXXX----XXX------XXXXXX-----XXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXX----XXXX---XXXXXXXXX----XXXX---XXXXXXXXXX----------XXXXXXXX,4,13.032,
2 2,20,20,0,0,9,9,17,17,0,0,none,none,none,X------------------X,,,XXXXX-------XXXXXXXX,SATISFIABLE,X------------------XX------------------XX-------------------X-------------------X-------------------X----------------XX-X---------------XXX-X------------XXXXXX-X---------XXXXXXXXXXXXXX-----XXXXXXXXXXXXXXX-----XXX---XXXXXXXXXX--------------XXXXXX--------------XXXXXX--------------XXXXXXX-----XXXX----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXX-----XXXXXXXXXXXXXXX-----XXXXXXXXXXXXX-------XXX---------------XXXX,4,17.304,
3 2,20,20,0,0,0,0,14,14,9,9,none,none,none,X------XXXXXXXXXXXXX,,,XXXXXXXXXXXXXXXXXXXX,SATISFIABLE,X------------------XX------------------X-------------------X-------------------X------------------XX------XXXXX-----XXXX------XXXXX-----XXXX-XX-----XXX-----XXXXXXX------XXX---XXXXXXXX------XXX---XXXXXXXXXX-----XX---XXXXXXXXXXX----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX------XXXXXXXXXXXXXXX------XXXXXXXXXXXXXX------XXXXXXXXXXXXXX------XXXXXXXXXXXXXXXX---XXXXXXX,4,25.659,
0 3,20,20,10,10,0,0,0,0,0,0,none,none,none,XXX---------------XX,,,,SATISFIABLE,XXXXXXXXX----XXXXXXXXXXXXXXXX----------XXXXXXXXXXX---------XXXXXXXXXXX---------XXXXXXXXXXX---XXX---XXXXXXXXXXX---XXX---XXXXXXXXXXXXXXXXX---XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX---XXXXXXXXXXXXXXXXX---XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX----XXXX----XX---XXX----XXX-----XX---XXX------------XX---XXX------------XX---XX-------------XX------------------XX------------------XX------------------X,4,8.568,
1 3,20,20,3,3,6,6,0,0,0,0,none,water,right,XX----------XXXXXXXX,,,XXXXXXXXXXXXXXXXXXXX,SATISFIABLE,XX----------XXXXXXXXXX----------XXXXXXXXXXXWWWWXXXXXXXXX----XXXWWWXXXXXXXXX-----XXXWWWXXX-----------XXXWWWWWWWWWWWWWWWWXXXWWWWWWWWWWWWWWWWXXXXWWWWWWWWWWWWWXXXXXXXWWWWWWWWXXWWWXXXXXXXWWWWWWXXXXWWWXXXXXXXWWWWWXXXXXXXXXXXXXXXWWWWWXXXXXXXXXXXXXXXXXXXXXX--------XXXXXXXXXXXX--------XXXX---XXXX---------XXXX---XXXX---------XXXX---XXXX---------XXXX---XXXX---------XXXX---XXXX---------XXXX----------------XXX,4,49.427,
2 3,20,20,16,16,9,9,0,0,6,6,none,none,none,X------------------X,,,XXXXXXXXXXXXXXXXXXXX,SATISFIABLE,X---------------XXXXX---------------XXXX---------------XXXXX---------------XXXXX----------XX--------X-----XXXXXX--------X-----XXXXXX--------X-----XXXXXXXX------XX----XXXXXXXX-----XXX---XXXXXXXXXXXXXXXXX---XXXXXXXXXXXXXXXXX---XXXX----XX----XXXXXXXXX-----XX----XXXXXXXX------XX----XXXXXXXX------------XXX---XX------------XXX---XX------------XXX---XX------------XX------------------XX------------------X,4,15.572,
3 3,20,20,0,0,0,0,0,0,0,0,none,none,none,X------------------X,,,XX---XXXXXXXXXXXXXXX,UNSATISFIABLE,,4,0,
3 3,20,20,0,0,0,0,0,0,0,0,none,none,none,X------------------X,,,,UNSATISFIABLE,,4,0,
3 3,20,20,11,11,0,0,0,0,9,9,none,none,none,,,,XX---XXXXXXXXXXXXXXX,SATISFIABLE,XXXXXX-----XXXXXXXXXXXXXXX-----XXX-----XXXXXXX----XXX------XX---------XXX------X---------XXX------XX---------XXX------XX----XX-----------XXX----XX----------XXXXX---XX----------XXXXXXXXXXXXXXXXX------XXXXXXXXXXXXXX------XX----XXX---XX------XX----XXX---XXX---XXXX----XXX---XXX---XXXX----XXX----XX---XXXX----XXX----XXXXXXXXX-----XX----XXXXXXXXX-----XX----XXXXXXXXX-----XX----XXXXXXXXX-----------XXXXXXXX,4,15.629,
3 2,20,20,0,0,0,0,12,12,9,9,none,none,none,X------XXXXXXXXXXXXX,,X-----------XXXXXXXX,XXXXXXXXXXXXXXXXXXXX,SATISFIABLE,X------------------XX------------------X-------------------X-------------------X------------XX-----X--------XXXXXX-----X------XXXXXXXX-----X------XXXXXXXXX----XX----XXXXXXXXXXX---XX----XXXXXXXXXXX---XXX---------XXXXXXXXXXX------------XXXXXXXX-------------XXXXXXXXXXXXX-------XXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXX----XXXXXXXXXXXXXX-----XXXXXXXXXXXXX-------XXXXXXXXXXXXX-------XXXXXXXXXXXXX-----XXXXXXXXX,4,10.661,
